"UF","nome","PIB","Pop_est_2009","PIB_percapita","v0002_codigo_do_municipio","educação sem instrução","pobreza","renda"
"SÃO PAULO","Leme",1338844.125,88995,15044.04003906,3526704,59.13686238426074,19.056294170173885,2576.655883753375
"SÃO PAULO","Nova Europa",113681.1171875,10092,11264.48046875,3532900,59.593937821503005,14.845384722017734,2381.712327794035
"MARANHÃO","Bequimão",64784.91796875,21508,3012.12988281,2101905,70.82130758079434,77.88768077860679,712.261268020409
"PARANÁ","Quedas do Iguaçu",477660.84375,31976,14938.11035156,4120903,68.11003864381333,38.01543319464953,1916.3586658144366
"PARAÍBA","Maturéia",24164.58789062,6029,4008.06005859,2509396,78.79049147402112,69.64859337175126,828.433446547524
"ALAGOAS","Passo de Camaragibe",59784.6875,14261,4192.18017578,2706505,82.2344727736468,79.53232351302273,787.8442459037642
"SÃO PAULO","São João das Duas Pontes",31190.76757812,2630,11859.61035156,3549201,61.505950563291634,22.353166879955424,1707.3436792669959
"SÃO PAULO","Promissão",771585.3125,37570,20537.26953125,3541604,57.12867400761644,17.856621640539124,2480.8493662002365
"PERNAMBUCO","Santa Cruz",53805.15234375,14782,3639.90991211,2411205,67.7695493616454,60.56516831521077,1231.3288562004734
"SERGIPE","Pacatuba",153896,12870,11957.73046875,2309706,57.55397162265028,55.834401285411474,1392.9076780395992
"BAHIA","Coribe",63455.30859375,14895,4260.18017578,2909109,75.84630716915589,72.03346028429566,823.2545873099717
"RIO GRANDE DO NORTE","Messias Targino",21696.81640625,3923,5530.66992188,2407609,68.61585404575375,51.991186764307855,1489.710531665394
"ESPIRITO SANTO","Alto Rio Novo",47128.93359375,6172,7635.93017578,3200359,71.06788844834173,48.99673546504526,1372.0221072109873
"SÃO PAULO","Novais",37936.8671875,3974,9546.26953125,3533254,67.32711412974399,19.614916913940714,2533.138306057155
"PIAUÍ","Campo Grande do Piauí",20200.31054688,5898,3424.93994141,2202133,81.64262941127315,66.35507418199556,906.978747312978
"MINAS GERAIS","Inhapim",150295.234375,24952,6023.37011719,3130903,73.47457169511861,49.52622033525186,1423.969876694071
"SANTA CATARINA","Ermo",40582.9296875,1857,21854.02929688,4205191,63.92821798209434,20.58487552280928,2239.17154408312
"BAHIA","Araças",97321.03125,12209,7971.25,2902054,75.1466823588952,71.65290250442754,886.6913462924989
"BAHIA","Conceição do Almeida",69316.4296875,17974,3856.47998047,2908309,73.12622913902102,69.6649706307786,1073.4256993794252
"GOIÁS","Orizona",234588.984375,15201,15432.46972656,5215306,64.81436364309432,29.45633244015648,2213.7671255257087
"CEARÁ","Acarape",56133.1015625,15627,3592.06005859,2300150,68.30525182418711,66.76815437921165,1009.8390078729486
"PARAÍBA","Pilõezinhos",21413.59960938,5470,3914.72998047,2511707,81.66010664311577,71.6781198422443,839.1443802803227
"MINAS GERAIS","Serra Azul de Minas",17296.31054688,4479,3861.64990234,3166501,80.30262313767379,70.83725673017727,878.5209515619334
"MINAS GERAIS","Passa-Vinte",12662.79980469,2132,5939.39990234,3147808,74.76408224435806,36.93310794811345,1580.1529976944705
"PERNAMBUCO","Petrolina",2283346.25,281851,8101.25,2611101,61.35541569747383,47.02913638654976,2218.5975320815874
"MINAS GERAIS","Juruaia",72658.75,8684,8366.96972656,3136900,70.67197157399299,17.59567895218461,4077.086425981829
"BAHIA","Baianópolis",60239.99609375,14195,4243.75,2902500,77.20620565477455,70.7079318388891,861.3474899219791
"MATO GROSSO","Gaúcha do Norte",132122.640625,6195,21327.30078125,5103858,74.20823546877592,52.11295564089463,1471.472724136753
"MINAS GERAIS","Araújos",61315.7109375,7692,7971.35986328,3103900,68.01353864410238,17.433323026749562,2074.9780474440267
"SÃO PAULO","Santo Anastácio",225050.078125,21222,10604.5703125,3547700,56.35289347639326,27.84608009955766,2153.558842227907
"RIO GRANDE DO NORTE","Riacho da Cruz",13750.82910156,3165,4344.64990234,2410702,77.10122277940681,70.62994051472516,853.5617930420842
"PARANÁ","Peabiru",130212.734375,13347,9755.95996094,4118808,61.42572231409359,29.142928393196932,2405.2407235958967
"SÃO PAULO","Guzolândia",45986.609375,4917,9352.5703125,3518909,64.36516906574438,26.238711651206323,1763.9600383329835
"PIAUÍ","Regeneração",60257.28125,18190,3312.65991211,2208809,75.40504369847409,65.04805815056723,1118.3835520288999
"MARANHÃO","São José dos Basílios",27508.0546875,7489,3673.12988281,2111250,78.24284697745381,79.13867100060517,766.9999910869876
"RIO DE JANEIRO","Queimados",1224457.75,139378,8785.16015625,3304144,60.05778691309504,37.48955514099332,1609.1595564223776
"TOCANTINS","Sucupira",29328.91796875,1741,16846.01953125,1720853,67.75562964996126,53.294188608481825,1438.499825747558
"BAHIA","Cruz das Almas",387271.40625,57098,6782.56982422,2909802,55.287369999616516,50.889948764435275,1671.3247392274213
"MINAS GERAIS","São Sebastião do Oeste",141371.28125,5689,24849.9296875,3164605,78.52495843759908,22.941099316355142,1769.0807862659005
"TOCANTINS","Novo Jardim",21134.14648438,2525,8369.95996094,1715259,77.05859336618822,63.38863419196491,1105.8605375090654
"PARAÍBA","Alhandra",233951.8125,18941,12351.61035156,2500601,77.4730525700122,70.43174432036109,877.3423077310918
"RIO GRANDE DO SUL","Alecrim",68632.7734375,7259,9454.84960938,4300307,72.93407089923575,33.08975011412642,1688.2468901305674
"PIAUÍ","Riacho Frio",16725.6796875,5093,3284.05004883,2208858,77.91534304976841,82.86480232219911,612.7832659711962
"PARÁ","Marabá",3058909,203049,15064.87988281,1504208,65.0056828604651,48.37650056545667,2000.9266808864602
"TOCANTINS","Angico",19860.26953125,3300,6018.25976562,1701051,67.77158735828354,62.79284436543037,1197.4496111514986
"TOCANTINS","Palmeirópolis",63415.48046875,8492,7467.66992188,1715754,67.36761360498349,47.87103052681057,1506.0759321286712
"MINAS GERAIS","Santos Dumont",563264.25,47244,11922.45019531,3160702,54.78828615809944,35.21626147921464,1906.1053821216285
"BAHIA","Feira de Santana",6358135.5,591707,10745.41015625,2910800,56.584795027541446,40.98897430745341,2395.388137844489
"SÃO PAULO","Pereiras",143394.953125,8076,17755.68945312,3537503,63.51382320897014,18.3056009765968,2298.5577545949373
"SANTA CATARINA","Rio do Sul",1234667.5,59962,20590.83007812,4214805,50.438224191108226,9.010951766195205,3490.2309593830214
"RIO GRANDE DO SUL","Anta Gorda",92337.53125,6326,14596.50976562,4300703,66.65666815795669,7.846602562143417,2850.5836004138782
"TOCANTINS","Santa Fé do Araguaia",59609.5390625,5795,10286.37011719,1718865,72.77275138420455,62.691338848027044,1187.3311527966075
"BAHIA","Jaborandi",161163.734375,8895,18118.4609375,2917359,73.8703444749852,69.16267865582496,1042.846239727033
"MINAS GERAIS","Congonhal",89204.5078125,10261,8693.54980469,3117900,65.12775454990454,27.72418460367841,1855.017139192424
"PARÁ","Portel",166577.46875,48945,3403.36010742,1505809,88.98336632949308,81.27813630269831,1033.8603055901217
"MINAS GERAIS","Silveirânia",14646.60546875,2193,6678.79980469,3167301,70.71909201517198,38.702601125232455,1521.0566591763593
"RIO GRANDE DO SUL","Campo Bom",1244125.625,59366,20956.86914062,4303905,57.83660878364114,9.87325116035079,2814.5498081887804
"MINAS GERAIS","São Romão",52772.86328125,9713,5433.22021484,3164209,67.53892051516142,65.50192570663316,1326.187814243482
"MINAS GERAIS","São João das Missões",35754.640625,11267,3173.38989258,3162450,82.486943168891,77.88797178128381,864.0437298184427
"PARÁ","Breves",300338.15625,101094,2970.87988281,1501808,85.9377509766712,79.62984236327097,1080.116285615551
"PARANÁ","Cerro Azul",182354.265625,18660,9772.46972656,4105201,83.28857993880423,54.76369862337533,1152.9471946799024
"GOIÁS","Petrolina de Goiás",71342.0625,10061,7090.95019531,5216809,62.23510732197721,29.80501531112477,1852.812208706636
"RIO GRANDE DO SUL","Coronel Bicaco",115668.953125,7971,14511.21972656,4305900,69.47551609786974,43.01540608815765,1591.6209303257642
"PARANÁ","Pinhão",474849.625,30295,15674.19042969,2805208,76.43556185776636,59.584452061605816,1102.034594376476
"PERNAMBUCO","Bezerros",285545.96875,58354,4893.33984375,2601904,75.37790922949567,57.974318993326904,1135.449250962104
"TOCANTINS","Formoso do Araguaia",251944.96875,18719,13459.3203125,1708205,65.66711655199187,49.87673788839137,1536.3139135906022
"SÃO PAULO","Piraju",347479.03125,29398,11819.8203125,3538808,54.51027407226208,18.23792593998654,2666.0750321762685
"GOIÁS","Santo Antônio da Barra",71073.3515625,4295,16547.9296875,5219712,69.58769777763426,32.603868840616016,1683.0912592704865
"SANTA CATARINA","Três Barras",377119.4375,18708,20158.18945312,4218301,61.89514290493506,35.63144630512159,1892.475760182355
"RIO GRANDE DO SUL","São Francisco de Assis",209910.53125,19799,10602.08007812,4318101,68.28380781229274,40.079010380994184,1589.7463947704282
"RORAIMA","Mucajaí",146580.046875,13188,11114.65039062,1400308,72.64629502348406,62.555092563336714,1582.583422607825
"SERGIPE","Maruim",157533.96875,15582,10110,2804003,69.82197514178455,60.846244911698705,1204.1159298912876
"MINAS GERAIS","Lima Duarte",117942.3671875,16494,7150.62011719,3138609,66.6024123942982,38.27381702993999,1809.5694934062449
"MINAS GERAIS","Comercinho",40922.234375,8637,4738.02001953,3117009,79.55920209256959,63.212544789173094,1002.4904078316252
"SANTA CATARINA","Cunha Porã",231428.96875,11079,20888.98046875,4204707,59.40863093938607,10.208515028169089,2711.613368821222
"PIAUÍ","Paquetá",15219.06542969,4686,3247.77001953,2207553,85.28249983180463,75.39917669029951,730.9460677502417
"AMAZONAS","Nova Olinda do Norte",108783.34375,31012,3507.7800293,1303106,79.76342450714371,75.88396495752498,1230.1374864532293
"SANTA CATARINA","Itapoá",136989.625,11489,11923.54980469,4208450,53.592428133502615,19.21496029703885,2391.098268430902
"RIO DE JANEIRO","São Sebastião do Alto",83303.6875,9052,9202.79003906,3305307,70.51227780113784,41.6379306793837,1553.757832348409
"BAHIA","Santaluz",129238.140625,35416,3649.14990234,2928000,74.49620712078159,69.45738810844944,976.6667495422644
"ESPIRITO SANTO","Vargem Alta",174520.09375,18637,9364.16992188,3205036,71.76082075263405,35.700566559167584,1668.2987985157342
"MINAS GERAIS","Cordislândia",34203.63671875,3743,9138.03027344,3119005,72.15415351615516,41.88770244127421,1635.2297098852055
"MINAS GERAIS","Santa Helena de Minas",24735.28125,6126,4037.75,3157658,76.01547841919601,75.29357378766599,820.7431522294371
"MINAS GERAIS","Leopoldina",510692.75,51545,9907.70996094,3138401,59.34447181819593,33.489686715428306,1985.9227770482998
"MINAS GERAIS","Machado",624136,39509,15797.30957031,3139003,64.47742533739418,26.822915516600474,2449.985554863906
"PIAUÍ","Lagoinha do Piauí",9008.67675781,2676,3366.4699707,2205540,76.6620742768247,68.90399496158507,1036.580416454116
"RIO GRANDE DO NORTE","Tenente Laurentino Cruz",25890.28125,5369,4822.18017578,2414159,70.15621394614864,67.82971729460783,931.5179138886175
"MATO GROSSO","São Pedro da Cipa",27307.92578125,4241,6439.02978516,5107404,70.62432798564093,29.08397788621069,1584.1829779798616
"BAHIA","Alagoinhas",1298216.375,137810,9420.33984375,2900702,56.62017126000674,45.33957643479444,1953.7467938443021
"SANTA CATARINA","Ouro Verde",63212.0859375,2179,29009.6796875,3534807,66.2872463058976,27.682685133731795,1636.279842701352
"TOCANTINS","Paranã",63521.6015625,10824,5868.58984375,1716208,78.31559259094395,69.37057499650317,1110.6510073375437
"RIO GRANDE DO NORTE","São José de Mipibu",224160.21875,38404,5836.89990234,2412203,73.64484843014806,64.25706218604958,1220.1125024533935
"SÃO PAULO","Cunha",127499.703125,23735,5371.79980469,3513603,70.38825351257795,44.015762511171296,1623.3562914194604
"MINAS GERAIS","Coroaci",55665.796875,11131,5000.97021484,3119203,74.65969890208967,54.750674222270504,1258.2002323072156
"MINAS GERAIS","Rubim",50577.96484375,9855,5132.20996094,3156601,78.31036073096958,58.13799378482426,1098.5965978110687
"MINAS GERAIS","Patrocínio do Muriaé",30995.88867188,5613,5522.16015625,3148202,66.31851626521241,30.021910797606893,1775.2725414719648
"MINAS GERAIS","Conceição do Pará",114920.3671875,4866,23617.00976562,3117603,67.07117218752595,22.968171760551535,1982.212292778042
"PARAÍBA","Santo André",11492.10351562,2707,4245.33007812,2513851,77.59621345822056,61.79128039553298,968.5875858804133
"MINAS GERAIS","Capitão Enéas",170824.125,14830,11518.8203125,3112703,69.68216048211661,66.93154959798592,1120.3299906792583
"SÃO PAULO","Valinhos",3042457,107481,28306.9296875,3556206,44.752177596346165,7.529102296500916,5222.794746328399
"MINAS GERAIS","Nova Serrana",619228.5625,67967,9110.71972656,3145208,63.47332184109982,12.529795331877708,2429.476947927049
"SÃO PAULO","Florínia",97524.5234375,2856,34147.23828125,3516101,62.57747636572279,35.04604044000204,1663.9280280266175
"MINAS GERAIS","Pedro Leopoldo",865962.75,59064,14661.4296875,3149309,53.520598513933905,21.812972565135013,2582.691523824193
"BAHIA","Itiruçu",68143.1640625,16827,4049.62988281,2916906,75.29859123837005,62.81768067833501,1065.1070681059223
"PARANÁ","Novo Itacolomi",23699.01367188,2808,8439.8203125,4117297,61.7458477474605,23.971509823021194,1912.8462511266189
"AMAZONAS","Manaus",40486108,1738641,23286.06054688,1302603,51.77988235319076,37.756553242407385,3010.417373516915
"PARAÍBA","Tenório",12547.22851562,2921,4295.52978516,2516755,77.69286205325143,61.55393569101116,1029.3691684814596
"MINAS GERAIS","Rio Espera",28883.20703125,6728,4292.99023438,3155207,78.62295255466553,60.442502457894335,971.1577509699588
"ACRE","Senador Guiomard",217153.859375,19697,11024.71972656,1200450,72.48217700647444,49.67358126334568,1675.3508308267385
"GOIÁS","Jussara",188344.21875,19130,9845.49023438,4113007,65.61571152077931,18.24145033919792,2227.0018078403064
"MINAS GERAIS","Guarani",78912.1640625,10049,7852.74023438,3128402,69.29605647692337,32.221413470788114,2041.224450827861
"SÃO PAULO","Fernandópolis",978006.125,63539,15392.21972656,3515509,49.47876510078192,10.720894419468767,2912.597379442121
"SÃO PAULO","Riolândia",100229.5703125,10542,9507.63964844,3544202,61.741149655926364,26.824005813252242,1873.8945654764152
"PIAUÍ","São Gonçalo do Gurguéia",10072.890625,2544,3959.4699707,2209757,77.92658894859369,75.88477705642377,943.1127987081387
"TOCANTINS","Crixás do Tocantins",20361.1640625,1289,15796.08984375,1706258,72.3855289866739,51.452822794097536,1139.2306338110966
"PIAUÍ","Jardim do Mulato",14268.64648438,4318,3304.45996094,2205250,72.45481833294747,72.41442341304665,830.9775328297638
"MARANHÃO","Godofredo Viana",31905.390625,11207,2846.91992188,2104305,71.23959820769741,70.62106422420875,979.1374959021896
"MINAS GERAIS","Aguanil",29883.59179688,4315,6925.50976562,3100807,72.31452993290138,34.274536752470105,1608.8303388905983
"MINAS GERAIS","Ribeirão das Neves",1712842.5,349307,4903.54003906,3154606,64.94123573604801,32.27554403851154,1734.7408046157514
"RIO GRANDE DO NORTE","Ruy Barbosa",17067.80664062,3730,4575.81982422,2411106,73.53058437788546,70.17626161126917,915.1894001552023
"BAHIA","Mulungu do Morro",39825.95703125,13879,2869.51000977,2922052,80.27746328309532,74.66386377449,767.5393737366521
"RIO GRANDE DO SUL","Ajuricaba",129304.8671875,7374,17535.24023438,4300208,62.218308527307585,14.74063818179285,3103.121994038957
"ALAGOAS","Marechal Deodoro",620477.5,47623,13028.95019531,2704708,70.10999475201325,60.553829100637955,1632.435617052813
"PIAUÍ","Acauã",22335.9765625,7354,3037.26000977,2200053,83.10268190743109,73.12467021179977,770.0408335903422
"MINAS GERAIS","Itutinga",55648.8046875,4165,13361.05957031,3134509,62.930338597142324,35.71264109558322,1838.9324398618674
"PERNAMBUCO","Limoeiro",269157.125,57243,4702.00976562,2608909,65.28125993004647,53.67325215438579,1340.0085624884325
"CEARÁ","Aratuba",50276.91796875,12478,4029.23999023,2301406,71.00378124197826,73.035016289157,873.1480131983113
"RIO GRANDE DO SUL","Boa Vista das Missões",54992.50390625,2100,26186.91015625,4302154,70.44706891332416,35.92429938528364,1551.2953075502594
"CEARÁ","Pindoretama",76975.75,18322,4201.27001953,2310852,67.64642441121549,61.10017453620087,1114.026675663364
"MINAS GERAIS","Sabará",1005070.625,126195,7964.43017578,3156700,56.31039942029234,28.64890744826456,2217.835091739766
"PARANÁ","Rio Branco do Sul",550602.9375,33142,16613.44921875,4122206,67.45806319994549,31.763568279942177,1932.4173462483866
"BAHIA","Cabaceiras do Paraguaçu",58247.78515625,18569,3136.83007812,2904852,77.9156689704538,74.64719613292526,909.5707287913443
"MINAS GERAIS","São Geraldo do Baixio",21757.00390625,3461,6286.33007812,3161650,78.14828343647858,50.131468876980286,1342.0004782413694
"SANTA CATARINA","Jardinópolis",23165.56445312,1881,12315.55957031,3525102,58.530200171800786,25.070061537823605,2426.2004147710472
"MINAS GERAIS","Lagoa Santa",672530.5,48213,13949.15039062,3137601,51.462621830882405,19.11095878734849,3640.438748274931
"MINAS GERAIS","Senador Cortes",14030.48046875,2082,6738.93994141,3165602,73.25097557653254,40.392910266457385,1723.4273399622268
"MINAS GERAIS","Nepomuceno",233659.203125,25152,9289.88964844,3144607,70.0243197719784,33.66783969569429,1709.8986550651125
"MATO GROSSO","Cocalinho",93218.71875,6103,15274.24023438,5103106,68.64913183601905,35.817474388566524,1747.0472588831046
"PIAUÍ","Sebastião Barros",17421.07421875,4270,4079.87988281,2210623,83.31252790427173,79.73814886775679,733.6762180590463
"BAHIA","Tanque Novo",70092.859375,16466,4256.81982422,2931053,78.17009332634805,65.98054292366969,1164.4017970517573
"MINAS GERAIS","Brás Pires",20628.4296875,4615,4469.87011719,3108701,75.94766012821191,54.456203577325454,1008.6676013397594
